_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,rate_the_grammarspelling_of_the_translation,orig__channel,orig__city,orig__country,orig__created_at,orig__id,orig__ip,orig__region,orig__started_at,orig__tainted,orig__trust,orig__unit_id,orig__worker_id,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page_gold,check_this_box_if_there_is_text_in_the_photo_gold,is_there_text_on_the_page,is_there_text_on_the_page_gold,rate_the_grammarspelling_of_the_translation_gold,translate_the_text_in_the_photo_as_accurately_as_possible,translate_the_text_in_the_photo_as_accurately_as_possible_gold,url
941238076,4/26/2016 21:14:38,1969614888,4/26/2016 21:09:59,false,neodev,0.9,36873360,BIH,"","",89.111.226.67,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:20:49,1968219856,83.35.151.29,51,4/25/2016 00:18:28,false,0.4444,939716678,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238076,4/26/2016 21:14:52,1969615031,4/26/2016 21:10:03,false,clixsense,0.875,34889445,VEN,25,Caracas,186.88.18.196,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:20:49,1968219856,83.35.151.29,51,4/25/2016 00:18:28,false,0.4444,939716678,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238076,4/26/2016 21:42:17,1969633489,4/26/2016 21:40:44,false,neodev,0.8458,36685380,VEN,"","",143.255.84.35,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:20:49,1968219856,83.35.151.29,51,4/25/2016 00:18:28,false,0.4444,939716678,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238077,4/26/2016 21:11:42,1969612418,4/26/2016 21:11:34,false,neodev,0.8433,35803101,MEX,09,Mexico,189.178.131.190,,,,neodev,"",VEN,4/25/2016 00:27:44,1968222283,201.242.189.29,"",4/25/2016 00:20:24,false,0.4167,939716678,33458160,,,yes,,,"And the angry father says
""A punishment  you have: returns to heaven, and stolen you do return now",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238077,4/26/2016 21:12:10,1969612866,4/26/2016 21:11:29,false,neodev,0.9185,12216479,PRT,04,Esposende,144.64.59.201,,check_this_box_if_there_is_text_in_the_photo,7,neodev,"",VEN,4/25/2016 00:27:44,1968222283,201.242.189.29,"",4/25/2016 00:20:24,false,0.4167,939716678,33458160,,,yes,,,"And the angry father says
""A punishment  you have: returns to heaven, and stolen you do return now",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238077,4/26/2016 21:12:40,1969613282,4/26/2016 21:11:33,false,tremorgames,0.8256,25197223,HRV,15,Split,94.253.234.240,,check_this_box_if_there_is_text_in_the_photo,7,neodev,"",VEN,4/25/2016 00:27:44,1968222283,201.242.189.29,"",4/25/2016 00:20:24,false,0.4167,939716678,33458160,,,yes,,,"And the angry father says
""A punishment  you have: returns to heaven, and stolen you do return now",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238077,4/26/2016 21:13:42,1969614161,4/26/2016 21:11:37,false,elite,0.9117,37091425,BRA,30,Recife,187.58.110.16,,check_this_box_if_there_is_text_in_the_photo,8,neodev,"",VEN,4/25/2016 00:27:44,1968222283,201.242.189.29,"",4/25/2016 00:20:24,false,0.4167,939716678,33458160,,,yes,,,"And the angry father says
""A punishment  you have: returns to heaven, and stolen you do return now",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238077,4/26/2016 21:13:43,1969614194,4/26/2016 21:11:30,false,clixsense,0.7883,35792505,SRB,00,Nis,94.228.227.207,,check_this_box_if_there_is_text_in_the_photo,9,neodev,"",VEN,4/25/2016 00:27:44,1968222283,201.242.189.29,"",4/25/2016 00:20:24,false,0.4167,939716678,33458160,,,yes,,,"And the angry father says
""A punishment  you have: returns to heaven, and stolen you do return now",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_13.jpg
941238078,4/26/2016 21:12:42,1969613302,4/26/2016 21:12:19,false,clixsense,0.8877,36499264,UKR,"","",77.87.158.38,,,,neodev,Los Teques,VEN,4/25/2016 00:18:15,1968218874,201.248.30.71,15,4/25/2016 00:17:35,false,1.0,939716679,37083813,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238078,4/26/2016 21:13:06,1969613707,4/26/2016 21:12:24,false,personaly,0.8554,33663352,ARG,01,Mar Del Plata,181.168.213.227,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Los Teques,VEN,4/25/2016 00:18:15,1968218874,201.248.30.71,15,4/25/2016 00:17:35,false,1.0,939716679,37083813,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238078,4/26/2016 21:13:20,1969613858,4/26/2016 21:12:32,false,neodev,0.8438,35926201,VEN,"","",190.77.253.97,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Los Teques,VEN,4/25/2016 00:18:15,1968218874,201.248.30.71,15,4/25/2016 00:17:35,false,1.0,939716679,37083813,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238078,4/26/2016 21:13:26,1969613946,4/26/2016 21:12:25,false,elite,0.7904,37275192,SRB,00,Belgrade,109.92.154.144,,,,neodev,Los Teques,VEN,4/25/2016 00:18:15,1968218874,201.248.30.71,15,4/25/2016 00:17:35,false,1.0,939716679,37083813,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238078,4/26/2016 21:47:58,1969638371,4/26/2016 21:42:23,false,elite,0.85,35467348,TUR,07,Antalya,88.228.193.234,,check_this_box_if_there_is_text_in_the_photo,8,neodev,Los Teques,VEN,4/25/2016 00:18:15,1968218874,201.248.30.71,15,4/25/2016 00:17:35,false,1.0,939716679,37083813,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238079,4/26/2016 21:11:41,1969612389,4/26/2016 21:11:06,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,neodev,"",ARG,4/25/2016 00:22:26,1968220397,181.93.11.27,"",4/25/2016 00:17:35,false,1.0,939716679,37033558,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238079,4/26/2016 21:12:22,1969613051,4/26/2016 21:11:08,false,personaly,0.8554,33663352,ARG,01,Mar Del Plata,181.168.213.227,,,,neodev,"",ARG,4/25/2016 00:22:26,1968220397,181.93.11.27,"",4/25/2016 00:17:35,false,1.0,939716679,37033558,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238079,4/26/2016 21:12:31,1969613176,4/26/2016 21:10:46,false,neodev,0.8438,35926201,VEN,"","",190.77.253.97,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,"",ARG,4/25/2016 00:22:26,1968220397,181.93.11.27,"",4/25/2016 00:17:35,false,1.0,939716679,37033558,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238079,4/26/2016 21:12:41,1969613279,4/26/2016 21:10:48,false,clixsense,0.8517,9528888,ESP,55,Valladolid,84.125.43.33,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,"",ARG,4/25/2016 00:22:26,1968220397,181.93.11.27,"",4/25/2016 00:17:35,false,1.0,939716679,37033558,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238079,4/26/2016 21:27:35,1969623506,4/26/2016 21:11:06,false,clixsense,0.7967,17458507,ESP,51,Málaga,46.37.84.36,,,,neodev,"",ARG,4/25/2016 00:22:26,1968220397,181.93.11.27,"",4/25/2016 00:17:35,false,1.0,939716679,37033558,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238080,4/26/2016 21:11:42,1969612437,4/26/2016 21:11:34,false,neodev,0.8433,35803101,MEX,09,Mexico,189.178.131.190,,,,neodev,Maracay,VEN,4/25/2016 00:23:38,1968220849,186.14.93.36,04,4/25/2016 00:17:37,false,1.0,939716679,36502230,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238080,4/26/2016 21:12:10,1969612857,4/26/2016 21:11:29,false,neodev,0.9185,12216479,PRT,04,Esposende,144.64.59.201,,,,neodev,Maracay,VEN,4/25/2016 00:23:38,1968220849,186.14.93.36,04,4/25/2016 00:17:37,false,1.0,939716679,36502230,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238080,4/26/2016 21:12:40,1969613267,4/26/2016 21:11:33,false,tremorgames,0.8256,25197223,HRV,15,Split,94.253.234.240,,,,neodev,Maracay,VEN,4/25/2016 00:23:38,1968220849,186.14.93.36,04,4/25/2016 00:17:37,false,1.0,939716679,36502230,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238080,4/26/2016 21:13:42,1969614154,4/26/2016 21:11:37,false,elite,0.9117,37091425,BRA,30,Recife,187.58.110.16,,,,neodev,Maracay,VEN,4/25/2016 00:23:38,1968220849,186.14.93.36,04,4/25/2016 00:17:37,false,1.0,939716679,36502230,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238080,4/26/2016 21:13:43,1969614197,4/26/2016 21:11:30,false,clixsense,0.7883,35792505,SRB,00,Nis,94.228.227.207,,check_this_box_if_there_is_text_in_the_photo,5,neodev,Maracay,VEN,4/25/2016 00:23:38,1968220849,186.14.93.36,04,4/25/2016 00:17:37,false,1.0,939716679,36502230,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_14.jpg
941238081,4/26/2016 20:59:15,1969603389,4/26/2016 20:59:03,false,neodev,1.0,31151596,HRV,21,Zagreb,93.141.96.1,,,,neodev,Santo Domingo,DOM,4/25/2016 00:19:13,1968219223,186.6.169.139,05,4/25/2016 00:18:23,false,0.8333,939716680,35734851,,,yes,,,"The princess was naughty, and wanted to grab it.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238081,4/26/2016 21:01:39,1969604795,4/26/2016 21:00:10,false,clixsense,0.8233,36499736,BRA,08,Fundão,177.71.45.7,,check_this_box_if_there_is_text_in_the_photo,4,neodev,Santo Domingo,DOM,4/25/2016 00:19:13,1968219223,186.6.169.139,05,4/25/2016 00:18:23,false,0.8333,939716680,35734851,,,yes,,,"The princess was naughty, and wanted to grab it.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238081,4/26/2016 21:04:18,1969606732,4/26/2016 21:00:35,false,clixsense,0.774,35043167,TUR,17,Çanakkale,78.178.175.92,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Santo Domingo,DOM,4/25/2016 00:19:13,1968219223,186.6.169.139,05,4/25/2016 00:18:23,false,0.8333,939716680,35734851,,,yes,,,"The princess was naughty, and wanted to grab it.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238081,4/26/2016 21:04:59,1969607262,4/26/2016 21:00:16,false,clixsense,0.7967,17458507,ESP,51,Málaga,46.37.84.36,,check_this_box_if_there_is_text_in_the_photo,9,neodev,Santo Domingo,DOM,4/25/2016 00:19:13,1968219223,186.6.169.139,05,4/25/2016 00:18:23,false,0.8333,939716680,35734851,,,yes,,,"The princess was naughty, and wanted to grab it.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238081,4/26/2016 21:10:28,1969611387,4/26/2016 21:02:35,false,clixsense,0.825,35108698,PRT,14,Queluz,5.249.102.96,,check_this_box_if_there_is_text_in_the_photo,9,neodev,Santo Domingo,DOM,4/25/2016 00:19:13,1968219223,186.6.169.139,05,4/25/2016 00:18:23,false,0.8333,939716680,35734851,,,yes,,,"The princess was naughty, and wanted to grab it.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238082,4/26/2016 21:11:57,1969612610,4/26/2016 21:11:51,false,neodev,1.0,31450350,ROU,30,Ploiesti,79.116.4.148,,,,neodev,Las Tablas,PAN,4/25/2016 00:20:37,1968219790,190.218.124.233,07,4/25/2016 00:18:18,false,1.0,939716680,37283694,,,yes,,,la princesa era traviesa y la quiso ir a coger,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238082,4/26/2016 21:12:24,1969613067,4/26/2016 21:11:42,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Las Tablas,PAN,4/25/2016 00:20:37,1968219790,190.218.124.233,07,4/25/2016 00:18:18,false,1.0,939716680,37283694,,,yes,,,la princesa era traviesa y la quiso ir a coger,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238082,4/26/2016 21:13:25,1969613941,4/26/2016 21:11:55,false,neodev,0.8458,36685380,VEN,"","",143.255.84.35,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Las Tablas,PAN,4/25/2016 00:20:37,1968219790,190.218.124.233,07,4/25/2016 00:18:18,false,1.0,939716680,37283694,,,yes,,,la princesa era traviesa y la quiso ir a coger,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238082,4/26/2016 21:15:31,1969615473,4/26/2016 21:13:27,false,elite,0.7904,37275192,SRB,00,Belgrade,109.92.154.144,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Las Tablas,PAN,4/25/2016 00:20:37,1968219790,190.218.124.233,07,4/25/2016 00:18:18,false,1.0,939716680,37283694,,,yes,,,la princesa era traviesa y la quiso ir a coger,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238082,4/26/2016 21:21:00,1969619495,4/26/2016 21:11:39,false,neodev,0.74,37081960,VEN,04,Maracay,200.82.209.103,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Las Tablas,PAN,4/25/2016 00:20:37,1968219790,190.218.124.233,07,4/25/2016 00:18:18,false,1.0,939716680,37283694,,,yes,,,la princesa era traviesa y la quiso ir a coger,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238083,4/26/2016 20:59:58,1969603745,4/26/2016 20:59:27,false,neodev,1.0,31151596,HRV,21,Zagreb,93.141.96.1,,,,neodev,Mérida,VEN,4/25/2016 00:21:19,1968220041,201.208.135.73,14,4/25/2016 00:18:35,false,1.0,939716680,35973997,,,yes,,,the princess was naughty and wanted to gather,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238083,4/26/2016 21:01:10,1969604449,4/26/2016 21:01:02,false,neodev,0.9375,34712671,MEX,14,Guadalajara,189.169.26.237,,,,neodev,Mérida,VEN,4/25/2016 00:21:19,1968220041,201.208.135.73,14,4/25/2016 00:18:35,false,1.0,939716680,35973997,,,yes,,,the princess was naughty and wanted to gather,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238083,4/26/2016 21:03:57,1969606469,4/26/2016 21:01:25,false,neodev,0.9025,33484691,VEN,25,Caracas,190.201.140.81,,check_this_box_if_there_is_text_in_the_photo,1,neodev,Mérida,VEN,4/25/2016 00:21:19,1968220041,201.208.135.73,14,4/25/2016 00:18:35,false,1.0,939716680,35973997,,,yes,,,the princess was naughty and wanted to gather,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238083,4/26/2016 21:04:35,1969606933,4/26/2016 21:01:41,false,clixsense,0.8233,36499736,BRA,08,Fundão,177.71.45.7,,check_this_box_if_there_is_text_in_the_photo,5,neodev,Mérida,VEN,4/25/2016 00:21:19,1968220041,201.208.135.73,14,4/25/2016 00:18:35,false,1.0,939716680,35973997,,,yes,,,the princess was naughty and wanted to gather,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238083,4/26/2016 21:12:23,1969613066,4/26/2016 21:01:01,false,elite,0.7904,37275192,SRB,00,Belgrade,109.92.154.144,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Mérida,VEN,4/25/2016 00:21:19,1968220041,201.208.135.73,14,4/25/2016 00:18:35,false,1.0,939716680,35973997,,,yes,,,the princess was naughty and wanted to gather,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_15.jpg
941238084,4/26/2016 21:07:46,1969609344,4/26/2016 21:07:07,false,neodev,0.8507,11057995,PRT,04,Braga,213.22.91.4,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:18:27,1968218941,83.35.151.29,51,4/25/2016 00:16:50,false,0.4444,939716681,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238084,4/26/2016 21:08:02,1969609462,4/26/2016 21:07:19,false,clixsense,0.7455,33827460,VEN,25,Caracas,190.201.140.81,,,,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:18:27,1968218941,83.35.151.29,51,4/25/2016 00:16:50,false,0.4444,939716681,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238084,4/26/2016 21:08:11,1969609629,4/26/2016 21:07:16,false,neodev,0.813,36529829,DZA,"","",41.97.123.59,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:18:27,1968218941,83.35.151.29,51,4/25/2016 00:16:50,false,0.4444,939716681,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238084,4/26/2016 21:08:14,1969609705,4/26/2016 21:07:27,false,clixsense,0.8673,34805760,BGR,65,Yambol,87.121.119.118,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:18:27,1968218941,83.35.151.29,51,4/25/2016 00:16:50,false,0.4444,939716681,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238084,4/26/2016 21:15:50,1969615710,4/26/2016 21:07:20,false,elite,0.85,35467348,TUR,07,Antalya,88.228.193.234,,check_this_box_if_there_is_text_in_the_photo,8,neodev,Alhaurín De La Torre,ESP,4/25/2016 00:18:27,1968218941,83.35.151.29,51,4/25/2016 00:16:50,false,0.4444,939716681,33017118,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238085,4/26/2016 21:10:12,1969611150,4/26/2016 21:09:32,false,clixsense,0.8673,34805760,BGR,65,Yambol,87.121.119.118,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Valencia,VEN,4/25/2016 00:23:16,1968220741,181.208.17.158,07,4/25/2016 00:19:19,false,0.0,939716681,36694194,,,yes,,,"This was a king who had a palace of diamonds, a tent made a day and a herd of elephants.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238085,4/26/2016 21:10:26,1969611336,4/26/2016 21:09:50,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Valencia,VEN,4/25/2016 00:23:16,1968220741,181.208.17.158,07,4/25/2016 00:19:19,false,0.0,939716681,36694194,,,yes,,,"This was a king who had a palace of diamonds, a tent made a day and a herd of elephants.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238085,4/26/2016 21:10:34,1969611473,4/26/2016 21:09:43,false,neodev,0.9185,12216479,PRT,04,Esposende,144.64.59.201,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Valencia,VEN,4/25/2016 00:23:16,1968220741,181.208.17.158,07,4/25/2016 00:19:19,false,0.0,939716681,36694194,,,yes,,,"This was a king who had a palace of diamonds, a tent made a day and a herd of elephants.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238085,4/26/2016 21:11:54,1969612583,4/26/2016 21:10:12,false,neodev,0.8458,36685380,VEN,"","",143.255.84.35,,check_this_box_if_there_is_text_in_the_photo,9,neodev,Valencia,VEN,4/25/2016 00:23:16,1968220741,181.208.17.158,07,4/25/2016 00:19:19,false,0.0,939716681,36694194,,,yes,,,"This was a king who had a palace of diamonds, a tent made a day and a herd of elephants.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238085,4/26/2016 21:19:43,1969618492,4/26/2016 21:09:36,false,clixsense,0.8208,17572856,BRA,30,Recife,177.134.204.148,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Valencia,VEN,4/25/2016 00:23:16,1968220741,181.208.17.158,07,4/25/2016 00:19:19,false,0.0,939716681,36694194,,,yes,,,"This was a king who had a palace of diamonds, a tent made a day and a herd of elephants.",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238086,4/26/2016 20:59:58,1969603746,4/26/2016 20:59:27,false,neodev,1.0,31151596,HRV,21,Zagreb,93.141.96.1,,check_this_box_if_there_is_text_in_the_photo,6,clixsense,Araure,VEN,4/25/2016 00:28:16,1968222396,186.14.4.94,18,4/25/2016 00:16:48,false,0.3333,939716681,33899112,,,yes,,,"This was a king who had 
A diamond palace
A day-made tent
and a herd of elephants",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238086,4/26/2016 21:01:10,1969604437,4/26/2016 21:01:02,false,neodev,0.9375,34712671,MEX,14,Guadalajara,189.169.26.237,,,,clixsense,Araure,VEN,4/25/2016 00:28:16,1968222396,186.14.4.94,18,4/25/2016 00:16:48,false,0.3333,939716681,33899112,,,yes,,,"This was a king who had 
A diamond palace
A day-made tent
and a herd of elephants",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238086,4/26/2016 21:03:57,1969606461,4/26/2016 21:01:25,false,neodev,0.9025,33484691,VEN,25,Caracas,190.201.140.81,,check_this_box_if_there_is_text_in_the_photo,1,clixsense,Araure,VEN,4/25/2016 00:28:16,1968222396,186.14.4.94,18,4/25/2016 00:16:48,false,0.3333,939716681,33899112,,,yes,,,"This was a king who had 
A diamond palace
A day-made tent
and a herd of elephants",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238086,4/26/2016 21:04:35,1969606932,4/26/2016 21:01:41,false,clixsense,0.8233,36499736,BRA,08,Fundão,177.71.45.7,,check_this_box_if_there_is_text_in_the_photo,5,clixsense,Araure,VEN,4/25/2016 00:28:16,1968222396,186.14.4.94,18,4/25/2016 00:16:48,false,0.3333,939716681,33899112,,,yes,,,"This was a king who had 
A diamond palace
A day-made tent
and a herd of elephants",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238086,4/26/2016 21:12:23,1969613056,4/26/2016 21:01:01,false,elite,0.7904,37275192,SRB,00,Belgrade,109.92.154.144,,check_this_box_if_there_is_text_in_the_photo,4,clixsense,Araure,VEN,4/25/2016 00:28:16,1968222396,186.14.4.94,18,4/25/2016 00:16:48,false,0.3333,939716681,33899112,,,yes,,,"This was a king who had 
A diamond palace
A day-made tent
and a herd of elephants",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_16.jpg
941238087,4/26/2016 21:08:50,1969610146,4/26/2016 21:08:15,false,clixsense,0.8673,34805760,BGR,65,Yambol,87.121.119.118,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Ciudad Victoria,MEX,4/25/2016 00:20:02,1968219570,189.160.226.19,28,4/25/2016 00:18:01,false,0.5,939716682,37052416,,,yes,,,"Princess grieves over her sweet flower of light, when then appears smiling good Jesus",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_17.jpg
